Date,Open,High,Low,Close,Adj Close
9/29/2021,-0.8730605200275222,-0.9205240852762673,-0.7897564845098883,-0.8593961153801984,-0.8593961153801984
9/30/2021,-0.8643733887317516,-0.9517178357568401,-0.7574672010644102,-0.9019218638609034,-0.9019218638609034
10/1/2021,-0.8831943809021737,-1.0113213448384348,-0.8427498600213316,-0.9038184581178835,-0.9038184581178835
10/4/2021,-0.752171853747505,-0.82437320108514,-0.749096199347644,-0.8577913519875425,-0.8577913519875425
10/5/2021,-0.8368659601926316,-0.8933279077206361,-0.7634466033235868,-0.8646484800987233,-0.8646484800987233
10/6/2021,-0.8991198942830294,-0.9693491204778784,-0.7707720174359802,-0.8488927426853174,-0.8488927426853174
10/7/2021,-0.8320883148649639,-0.83843494587757,-0.6948320862181963,-0.7696759373118497,-0.7696759373118497
10/8/2021,-0.7542714021599161,-0.899966359431549,-0.713293737066853,-0.828906376822598,-0.828906376822598
10/11/2021,-0.8162357036771211,-0.8652749574938848,-0.6789864673026234,-0.7818575344230456,-0.7818575344230456
10/12/2021,-0.7201041400385545,-0.786183526669928,-0.5962453060047778,-0.6813421309125537,-0.6813421309125537
10/13/2021,-0.651045262906961,-0.764126614613114,-0.5274070066928317,-0.6422449574289065,-0.6422449574289065
10/14/2021,-0.6147068748849033,-0.729578368598029,-0.470825850802869,-0.5894335277228998,-0.5894335277228998
10/15/2021,-0.5549865797449358,-0.5656856949673419,-0.4035566504356231,-0.4091911181339489,-0.4091911181339489
10/18/2021,-0.3519374459702232,-0.33690777609761596,-0.18590345284137919,-0.21166101227445316,-0.21166101227445316
10/19/2021,-0.16560975595351954,-0.31770608054241783,-0.10338674644209153,-0.25426022177882013,-0.25426022177882013
10/20/2021,-0.2537785846181297,-0.3780951162585694,-0.14172998884381993,-0.2430997044486889,-0.2430997044486889
10/21/2021,-0.3214616147320536,-0.16030938796401617,-0.1557820539161357,-0.03740021632076854,-0.03740021632076854
10/22/2021,-0.035528312067902044,-0.08892749782323837,0.10925877491534794,0.07697433034614921,0.07697433034614921
10/25/2021,0.3628239291712773,0.8748673846335995,0.5071936088783455,0.9171334401520412,0.9171334401520412
10/26/2021,0.8996551130186509,1.2312049611546225,0.9350254317141617,0.8702308414287238,0.8702308414287238
10/27/2021,1.0080207591548802,1.0594602547676315,1.154323002488316,1.011959739262679,1.011959739262679
10/28/2021,1.2154127962251147,1.1316989175795293,1.3293725077217053,1.2977508469859576,1.2977508469859576
10/29/2021,1.3134987553841952,1.375895296795156,1.4714600823520783,1.5673488211263549,1.5673488211263549
11/1/2021,1.7705579577954058,2.050737583796261,1.8111694096682693,2.2573178199655413,2.2573178199655413
11/2/2021,1.8745078201595748,2.042457496629123,2.015518486006015,1.9904184935343783,1.9904184935343783
11/3/2021,2.0045892640451926,2.090996948078528,2.0649986826821443,2.295758549067963,2.295758549067963
11/4/2021,2.41778143399841,2.2915794674773733,2.546197494168242,2.412832399932261,2.412832399932261
11/5/2021,2.371380784306453,2.2657393416257605,2.478928293800996,2.355791042030965,2.355791042030965
11/8/2021,1.8052322126477995,1.959725965103949,1.918351624073947,1.9243322607716817,1.9243322607716817
11/9/2021,1.977588806520634,1.7991172262351633,1.0103672948945457,0.9072130508147257,0.9072130508147257
11/10/2021,0.7962851672949972,1.1109980572267317,0.8294129889451864,1.231445566011511,1.231445566011511
11/11/2021,1.464862579691782,1.302800546576089,1.3329602881002258,1.1990585767087847,1.1990585767087847
11/12/2021,1.0647726515957971,0.9425372856016424,1.0677702786053953,0.9795727499599516,0.9795727499599516
11/15/2021,0.8485490252649687,0.7817860760742313,0.7643116282520422,0.833467658371533,0.833467658371533
11/16/2021,0.7448894686845936,0.9618102057789047,0.9405566192912916,1.1350145253911574,1.1350145253911574
11/17/2021,1.1806662906738368,1.407517101686562,1.3390895437147547,1.3850635517212508,1.3850635517212508
11/18/2021,1.4922255502660766,1.3529816120672202,1.4849886360840676,1.4388226001846622,1.4388226001846622
11/19/2021,1.4366314497579205,1.543713654879267,1.6171354149379034,1.7355551989092601,1.7355551989092601
11/22/2021,1.8960069092452525,1.9950597591680896,1.9140911965378884,1.8800555271050228,1.8800555271050228
11/23/2021,1.9335043921883284,1.8419462232668389,1.3929047470470837,1.5310958387741544,1.5310958387741544
11/24/2021,1.3028579017785098,1.5012414662218623,1.3876726159117194,1.581937213199521,1.581937213199521
11/26/2021,1.440974331336969,1.3299967241317203,1.5296856114219513,1.3333473630739936,1.3333473630739936
11/29/2021,1.4519777197088601,1.5719097181996002,1.673118502790468,1.7350449982042697,1.7350449982042697
11/30/2021,1.7659976943420468,1.752719374538832,1.8062362901285374,1.7917217207057279,1.7917217207057279
12/1/2021,1.8842075904962072,1.7872676205539182,1.6026351576066094,1.4287566455421965,1.4287566455421965
12/2/2021,1.4380066235649909,1.3601200066604842,1.3476850003300807,1.3528956106302736,1.3528956106302736
12/3/2021,1.3347089068237508,1.200082435296114,0.9258318846383712,0.8449928111015025,0.8449928111015025
12/6/2021,0.7318594558097766,0.7079770238426709,0.5542822060968853,0.8015187654923078,0.8015187654923078
12/7/2021,1.0408850764515851,0.9651653651628715,1.1246497958220536,1.1132778527135712,1.1132778527135712
12/8/2021,1.1024868649190538,1.07016750402555,1.17091654279664,1.2388128948276802,1.2388128948276802
12/9/2021,1.1598909029828988,0.9995711619338281,0.9419019360294364,0.7635154544423014,0.7635154544423014
12/10/2021,0.7842684666716431,0.7032658127546886,0.7936858008996065,0.8600192995981689,0.8600192995981689
12/13/2021,0.7288188241283133,0.5891980600903144,0.5611587104121598,0.49078077993504715,0.49078077993504715
12/14/2021,0.3227934587718989,0.313736041922598,0.4010576771921124,0.4331557384221616,0.4331557384221616
12/15/2021,0.38222414305514407,0.4018211980767318,0.3879773157191022,0.5606602012117037,0.5606602012117037
12/16/2021,0.6811152296117009,0.5176737207054102,0.34014149222288326,0.2027284425549473,0.2027284425549473
12/17/2021,0.10396396450822656,0.2726917934407275,0.24439524368723767,0.2439412585073246,0.2439412585073246
12/20/2021,0.07450211873212101,-0.005482328135024557,0.12742139174530268,0.00592824210033792,0.00592824210033792
12/21/2021,0.11916510328374061,0.12164794740653306,0.07308269949571575,0.2874153041165202,0.2874153041165202
12/22/2021,0.4723473672402683,0.6652911613190745,0.6032389138557566,0.8004976857112412,0.8004976857112412
12/23/2021,0.7701528908464771,1.0744506821171993,0.9060248946285041,1.2245156552477552,1.2245156552477552
12/27/2021,1.2542132239928472,1.3886728997695856,1.4528492284170083,1.4210246813261862,1.4210246813261862
12/28/2021,1.513507279193917,1.40294900369216,1.5104014152142722,1.3811247979021386,1.3811247979021386
12/29/2021,1.4349659918835285,1.2958765111129695,1.4036673930675745,1.3644935460128194,1.3644935460128194
12/30/2021,1.1648859301848782,1.2355587000188804,1.321524299807126,1.248878871353085,1.248878871353085
12/31/2021,1.2525477661184552,1.1388366269088395,1.3322876185196202,1.149968231235248,1.149968231235248
1/3/2022,1.790465186126776,1.9887781372459477,1.9410737473047956,2.193054720436165,2.193054720436165
1/4/2022,2.093047703566524,2.038245564574037,1.8439821596079389,1.8269529230228387,1.8269529230228387
1/5/2022,1.7825024294363483,1.7694226405521882,1.5297601905420923,1.3785717373809943,1.3785717373809943
1/6/2022,1.2783181810113697,1.181665623940516,1.0774866194833728,1.2077388380532836,1.2077388380532836
1/7/2022,1.3027127706030843,1.1311989746971782,0.999005885721586,0.9324517595130309,0.9324517595130309
1/10/2022,0.7209289913473688,0.9753726715384392,0.7747752178307664,1.1597423550133874,1.1597423550133874
1/11/2022,1.1094363093580177,1.0949371833398525,1.2144173372135927,1.2055504129319785,1.2055504129319785
1/12/2022,1.2917100554417942,1.3732544180091846,1.4668260192541118,1.510598615718298,1.510598615718298
1/13/2022,1.5104672990065824,1.3786792886747068,1.1226318095033032,0.9660054376678519,0.9660054376678519
1/14/2022,0.8648363784849604,0.9246916417504598,1.0242694841884428,1.0976676806053163,1.0976676806053163
1/18/2022,0.9135539801801074,1.058817862641154,1.0443009290968677,0.9583462561044176,0.9583462561044176
1/19/2022,1.0228600363747886,0.9437508666470332,0.8868905517761763,0.7040666232079498,0.7040666232079498
1/20/2022,0.7913623690754334,0.8508832533683549,0.8794166745385745,0.7085890606386493,0.7085890606386493
1/21/2022,0.6944348533432412,0.5859860137999305,0.4795384109538992,0.3265859386238283,0.3265859386238283
1/24/2022,0.031503267350164454,0.07889083884637436,-0.18590345284137919,0.22519504252035993,0.22519504252035993
1/25/2022,0.09983776987641621,0.2055930813915979,0.2008198477270774,0.14058096361136213,0.14058096361136213
1/26/2022,0.3765776434408368,0.4656366392134124,0.22167314287945672,0.2792459218480975,0.2792459218480975
1/27/2022,0.23853344286479142,0.09231019151232682,-0.353851998860935,-0.5108010624491682,-0.5108010624491682
1/28/2022,-0.4983784937747166,-0.4636812218504046,-0.6303288159855175,-0.3849741675877941,-0.3849741675877941
1/31/2022,-0.20050139268022288,0.11086947352655022,-0.10682465104219335,0.27421260534132075,0.27421260534132075
2/1/2022,0.2519253172952159,0.15162878069116953,0.21419854810371655,0.23431270003433516,0.23431270003433516
2/2/2022,0.20103661141584434,0.0645428464522832,0.0976736059589003,0.04765128064064359,0.04765128064064359
2/3/2022,-0.13325243138784768,0.10380298881930315,0.031226255835606884,-0.05826207477646429,-0.05826207477646429
2/4/2022,-0.023077520906528783,0.10023344889069481,0.03608477383213209,0.17646931056372334,0.17646931056372334
2/7/2022,0.16925785706948845,0.18068095283316726,0.1970822139932066,0.05990566040441552,0.05990566040441552
2/8/2022,0.03707686477145788,0.027353057801773138,0.13796027798230553,0.1668407739736729,0.1668407739736729
2/9/2022,0.2504049905962485,0.1699737035752486,0.3263138820491263,0.23978343459352527,0.23978343459352527
2/10/2022,0.05763554379868454,0.15241366489077263,0.15216150129490158,0.039554702907733,0.039554702907733
2/11/2022,0.06675607070540263,-0.04638410595826946,-0.19165840020199695,-0.28540708308873075,-0.28540708308873075
2/14/2022,-0.28114155519242434,-0.16830389137894558,-0.17334660270869345,-0.17044819632207683,-0.17044819632207683
2/15/2022,-0.002953605627920497,0.003868205569424053,0.12734681262516354,0.16997681785238278,0.16997681785238278
2/16/2022,0.09875155543193948,0.028352301131519646,0.18587068059866563,0.17697951126871275,0.17697951126871275
2/17/2022,0.09303347832934825,-0.028253542204332866,-0.016758748323958877,-0.16614478522018736,-0.16614478522018736
2/18/2022,-0.10429690513217396,-0.25403375249931825,-0.2894979092916031,-0.3074355866306413,-0.3074355866306413
2/22/2022,-0.47977488347860425,-0.4691779809874436,-0.5623869460376669,-0.5660192871171454,-0.5660192871171454
2/23/2022,-0.5065586106229827,-0.6221490462300697,-0.8653970453629701,-0.9853692539178086,-0.9853692539178086
2/24/2022,-1.4478952023078095,-0.8564230603873781,-1.3180442295605288,-0.7174488477055792,-0.7174488477055792
2/25/2022,-0.6600213318488518,-0.7349319932269879,-0.702157477907523,-0.6510707840785576,-0.6510707840785576
2/28/2022,-0.6181809456102572,-0.32548622482720385,-0.4606606225508413,-0.20932699996505783,-0.20932699996505783
3/1/2022,-0.22243457230392072,-0.2325473869264594,-0.16863793806752045,-0.2535309509791417,-0.2535309509791417
3/2/2022,-0.2046998162944469,-0.25681710194391344,-0.2397186785967748,-0.1403230931643167,-0.1403230931643167
3/3/2022,-0.15663368701162877,-0.25710268569612105,-0.32694474475230545,-0.43647200827732524,-0.43647200827732524
3/4/2022,-0.3714099105529741,-0.4768868792356682,-0.38255350192789356,-0.4437665325579813,-0.4437665325579813
3/7/2022,-0.319290510547829,-0.4020080229017526,-0.5364507004132711,-0.6896577568572134,-0.6896577568572134
3/8/2022,-0.7591935271688817,-0.5172893566115166,-0.7038764302075734,-0.5450846460088746,-0.5450846460088746
3/9/2022,-0.4410473579038836,-0.4418386689237332,-0.3313543529517119,-0.29291997721005203,-0.29291997721005203
3/10/2022,-0.3543981827276416,-0.4854525501550119,-0.4931743384718098,-0.4436937499054062,-0.4436937499054062
3/11/2022,-0.4358349488275965,-0.5614744053472105,-0.6171738753923672,-0.7569841176127254,-0.7569841176127254
3/14/2022,-0.8671966385389053,-0.8691294173252472,-0.899181162555943,-0.9683733885115869,-0.9683733885115869
3/15/2022,-0.9058519351312132,-0.8343661483305642,-0.8952197690385834,-0.7092794873200935,-0.7092794873200935
3/16/2022,-0.6616867897232457,-0.5743232543582033,-0.5537162151871299,-0.4296155585372303,-0.4296155585372303
3/17/2022,-0.5025046666900564,-0.33876377068398433,-0.378368348627045,-0.2007930041797339,-0.2007930041797339
3/18/2022,-0.18761583777023125,-0.10427473354707699,-0.06691161458069478,0.045681881848148496,0.045681881848148496
3/21/2022,0.10548426949072347,0.14556085404971533,0.22982038481273498,0.16071357315031745,0.16071357315031745
3/22/2022,0.2142111039719591,0.5382314465501274,0.3393942435221375,0.691885026096754,0.691885026096754
3/23/2022,0.5757179644580488,0.8440304639417957,0.7478679637221369,0.729305331906255,0.729305331906255
3/24/2022,0.7913623690754334,0.7283210758211975,0.8405499207965208,0.8373336514210071,0.8373336514210071
3/25/2022,0.7788393489316465,0.7091193802659985,0.904231340785246,0.8134085317391766,0.8134085317391766
3/28/2022,1.1921759985661589,1.2521907414101738,1.3248882979790921,1.4057063619651955,1.4057063619651955
3/29/2022,1.5026490437139228,1.3727544751268337,1.4707128336513324,1.4620919319734125,1.4620919319734125
3/30/2022,1.3808921963578673,1.3669015714649784,1.5521086782110332,1.4213893167260254,1.4213893167260254
3/31/2022,1.405504146107421,1.289737359849453,1.4970972939577731,1.3018358663642438,1.3018358663642438
4/1/2022,1.3083592485009201,1.2298482456011515,1.422353498814787,1.3528228279776977,1.3528228279776977
4/4/2022,1.3679350639595906,1.623589969902827,1.4663778045720661,1.7967550372125025,1.7967550372125025
4/5/2022,1.7075803440267379,1.6447188846664575,1.5767734911023534,1.401475755398821,1.401475755398821
4/6/2022,1.252765147992764,1.1174221283930013,1.1313025403538404,1.0695847588926255,1.0695847588926255
4/7/2022,1.1001706078429323,1.10021956193225,1.085260248277812,1.153469567001944,1.153469567001944
4/8/2022,1.0337182718547828,0.8992802341591327,1.0919868992377355,0.9217286821182549,0.9217286821182549
4/11/2022,0.5790475555021057,0.6139677179901185,0.7347130231289857,0.5602227831592894,0.5602227831592894
4/12/2022,0.7038450128231521,0.7047649775522861,0.7493624611236295,0.6406062336189728,0.6406062336189728
4/13/2022,0.5839703320052,0.7408124311939677,0.7232024557157467,0.8989709077766649,0.8989709077766649
4/14/2022,0.7157894844640935,0.6442334711775071,0.7911443032405306,0.6263824769456467,0.6263824769456467
4/18/2022,0.6415188497503417,0.6600087613121789,0.7255194760531961,0.7670895947445114,0.7670895947445114
4/19/2022,0.7575569685096774,0.802914990837862,0.8893574478920444,0.9411320208575318,0.9411320208575318
4/20/2022,0.9380937009472484,0.7962046506554312,0.7392725071068118,0.5694866843495007,0.5694866843495007
4/21/2022,1.2618863481100822,1.2117889278837781,0.8975047122483892,0.7998412194470779,0.7998412194470779
4/22/2022,0.8288598737349797,0.8022725772968854,0.8794166745385745,0.7726331338392155,0.7726331338392155
4/25/2022,0.5686963127531436,0.6150381859419283,0.739646120245651,0.7213543413614345,0.7213543413614345
4/26/2022,0.6878472921763552,0.5535074576519019,-0.010032119787103,-0.16563390614411214,-0.16563390614411214
4/27/2022,-0.013232619394468988,-0.031822396868988495,0.007607725663733361,-0.1285061095700211,-0.1285061095700211
4/28/2022,-0.0030980853092163413,-0.16030938796401617,-0.4084151684321473,-0.15768359397037654,-0.15768359397037654
4/29/2022,0.013333747592070278,0.08524370680508069,-0.04740365858952676,-0.2069202050030874,-0.2069202050030874
5/2/2022,-0.28693251277155596,-0.1149107581829324,-0.21161526599028174,0.027811180337098302,0.027811180337098302
5/3/2022,0.020065810156725573,0.01157776766710227,0.09154435034437244,0.07383828646743931,0.07383828646743931
5/4/2022,0.025567156879135824,0.23585883457898738,0.0668042632178401,0.39019259377197923,0.39019259377197923
5/5/2022,0.27950499653321903,0.165191246450704,-0.13933836696316385,-0.18853860253302396,-0.18853860253302396
5/6/2022,-0.0970585447635583,-0.2459673820273692,-0.24838873675530848,-0.24419424525341543,-0.24419424525341543
5/9/2022,-0.46298053752758145,-0.5484112400350707,-0.7115002056466604,-0.8170894151112414,-0.8170894151112414
5/10/2022,-0.5870542934538864,-0.6931022181105588,-0.7630729677616812,-0.7227739950766792,-0.7227739950766792
5/11/2022,-0.7630300892274992,-0.8043859788953823,-1.11474177228823,-1.2044901389056666,-1.2044901389056666
5/12/2022,-1.4434793968192758,-1.1620796071204218,-1.4675311023083624,-1.2482560153791873,-1.2482560153791873
5/13/2022,-0.9188097190236185,-0.9644235502597527,-0.9325916441870084,-0.9448856868821717,-0.9448856868821717
5/16/2022,-0.9645589180197158,-1.089984078816603,-1.1753585644696913,-1.2747345238262362,-1.2747345238262362
5/17/2022,-1.107887756654463,-1.1276738103494632,-1.1024090182850343,-1.0030943901237077,-1.0030943901237077
5/18/2022,-1.1284457624710895,-1.1560835689504854,-1.3119898894121422,-1.3809396882247302,-1.3809396882247302
5/19/2022,-1.4000464548993001,-1.3452448582963954,-1.3620681765487381,-1.3837845796102,-1.3837845796102
5/20/2022,-1.3494470341295866,-1.4339008821519657,-1.8188259349270033,-1.7158215134314967,-1.7158215134314967
5/23/2022,-1.7763207110864205,-1.7309914153336878,-1.781005822673464,-1.6355842847651103,-1.6355842847651103
5/24/2022,-1.787106370120467,-1.91686943376715,-1.9117320105539428,-1.976520178015644,-1.976520178015644
5/25/2022,-2.001954822644225,-1.806941403468867,-1.8934947921807803,-1.7530224427851748,-1.7530224427851748
5/26/2022,-1.729992268660408,-1.4546729671268264,-1.6644056062934356,-1.3961117639094849,-1.3961117639094849
5/27/2022,-1.282415802175056,-1.1610803637906753,-1.1645956045262658,-1.017536866764711,-1.017536866764711
5/31/2022,-0.9162038510907746,-1.0254549995168818,-1.0621969478048356,-1.0275303888816134,-1.0275303888816134
6/1/2022,-1.0514248018596684,-1.074137564059868,-1.0869370573544346,-1.1580256366058492,-1.1580256366058492
6/2/2022,-1.2156738336137118,-0.9267344825763462,-1.1222160082949013,-0.9054231996276004,-0.9054231996276004
6/3/2022,-1.2358699995912041,-1.2782177135013066,-1.3161754014820597,-1.4266021589552311,-1.4266021589552311
6/6/2022,-1.2114028335535403,-1.340962022836724,-1.295247190863538,-1.3442493097030535,-1.3442493097030535
6/7/2022,-1.4362406889871253,-1.4452505235363617,-1.3906947417264868,-1.330973500031205,-1.330973500031205
6/8/2022,-1.3040596966890958,-1.2318195191729988,-1.1870186713153479,-1.2657624316174112,-1.2657624316174112
6/9/2022,-1.1031101113267943,-1.1122553500035615,-1.183655345835386,-1.313029665740567,-1.313029665740567
6/10/2022,-1.411122072253604,-1.455886548172218,-1.4395772067112194,-1.4766411516842703,-1.4766411516842703
6/13/2022,-1.6715023418991497,-1.731419812376497,-1.7362342906385066,-1.8375637171586585,-1.8375637171586585
6/14/2022,-1.7774788287662464,-1.7379154507968075,-1.8023076688538913,-1.7247936056403217,-1.7247936056403217
6/15/2022,-1.720364401559123,-1.5380469121929778,-1.6585011419234679,-1.459791201710212,-1.459791201710212
6/16/2022,-1.6808405981437122,-1.7628275793552373,-1.8705485728204418,-1.8952615413241192,-1.8952615413241192
6/17/2022,-1.8828760939198976,-1.8526971842561983,-1.7695698343803632,-1.8151702280898958,-1.8151702280898958
6/21/2022,-1.6403031350133028,-1.3685869186526411,-1.5198518306622664,-1.371457067066842,-1.371457067066842
6/22/2022,-1.4253102245247184,-1.2988470066000641,-1.3069822131753368,-1.3922457927429497,-1.3922457927429497
6/23/2022,-1.3514017771136366,-1.4598125538431206,-1.4233576383108042,-1.4144933663795494,-1.4144933663795494
6/24/2022,-1.360884513039496,-1.3152646888612134,-1.256305858001344,-1.1817320363200037,-1.1817320363200037
6/27/2022,-1.1025308678968782,-1.1867061519266437,-1.1110044749003603,-1.1989466216939013,-1.1989466216939013
6/28/2022,-1.2085796054628581,-1.2316767272968954,-1.3402428414510519,-1.4671585305263821,-1.4671585305263821
6/29/2022,-1.5122483373470836,-1.6341977963841061,-1.5660432809785751,-1.5584831437433107,-1.5584831437433107
6/30/2022,-1.6423301069797664,-1.670959530623782,-1.6425060284216115,-1.6463798384513275,-1.6463798384513275
7/1/2022,-1.5882559857070409,-1.6543990350720303,-1.5694815443477457,-1.58532626570726,-1.58532626570726
7/5/2022,-1.6751218695469934,-1.591939988271342,-1.7029733035937238,-1.4583323537497201,-1.4583323537497201
7/6/2022,-1.5061677471947572,-1.5616026678299133,-1.4558713542317756,-1.4875095099060016,-1.4875095099060016
7/7/2022,-1.4379780500968666,-1.3303263408328445,-1.343232531369107,-1.207189114858974,-1.207189114858974
7/8/2022,-1.255270213475071,-1.1243901968050394,-1.142546150876024,-1.071077217143384,-1.071077217143384
7/11/2022,-1.043100183613634,-1.165434445286909,-1.3114667592639533,-1.4303950192251182,-1.4303950192251182
7/12/2022,-1.3744211928982826,-1.450033301878385,-1.429337376915984,-1.45825924285307,-1.45825924285307
7/13/2022,-1.6208306921470235,-1.4010654748006688,-1.5041554148331069,-1.3713842844142659,-1.3713842844142659
7/14/2022,-1.416768246120846,-1.4740174331436315,-1.4077364967168566,-1.3435197325422392,-1.3435197325422392
7/15/2022,-1.3059418632271982,-1.3675873541054178,-1.2382927581807384,-1.3051517860923953,-1.3051517860923953
7/18/2022,-1.1987350079813932,-1.2199702347092303,-1.1774514886776506,-1.2946480851534414,-1.2946480851534414
7/19/2022,-1.1973595084272584,-1.2922798009257135,-1.236349350982128,-1.1855980074865389,-1.1855980074865389
7/20/2022,-1.1586316571054724,-1.2168294344554078,-1.0904498998437453,-1.1424885972771814,-1.1424885972771814
7/21/2022,-0.9778782160041928,-0.7327903934739147,-0.8352006861254513,-0.6127756421642259,-0.6127756421642259
7/22/2022,-0.5193712633399624,-0.5717529577593414,-0.47987021721531176,-0.6010314631054443,-0.6010314631054443
7/25/2022,-0.6063093761623276,-0.7139455491219837,-0.554165102561181,-0.6844060705097733,-0.6844060705097733
7/26/2022,-0.7301657719307952,-0.8603493872757592,-0.8038831287023452,-0.8938987471516548,-0.8938987471516548
7/27/2022,-0.7888727331028264,-0.6758277631782895,-0.679958170901929,-0.5446465714683134,-0.5446465714683134
7/28/2022,-0.4358349488275965,-0.5179317701524941,-0.43308067643853854,-0.4115985914670051,-0.4115985914670051
7/29/2022,-0.422081234558036,-0.19628559556913538,-0.29181495205212,-0.05600084511964502,-0.05600084511964502
8/1/2022,0.02477120478551014,0.09402371544007052,0.06471167535588301,-0.05322875826968753,-0.05322875826968753
8/2/2022,-0.13318020240543502,0.007437745498032387,0.012390947001978956,0.019203723528113448,0.019203723528113448
8/3/2022,0.10562874917201931,0.04419881588825377,0.20261340157033647,0.16822646727163873,0.16822646727163873
8/4/2022,0.23592757493194746,0.13107039099699672,0.2889423432467026,0.19528830920326407,0.19528830920326407
8/5/2022,0.05502965414937009,-0.06166009564554481,-0.1473357555410909,-0.2525092147099292,-0.2525092147099292
8/8/2022,-0.1115359604278603,-0.048953738707676726,-0.06788331817999843,-0.20319979914170333,-0.20319979914170333
8/9/2022,-0.2137481142187513,-0.32313095120793905,-0.28613458381164136,-0.3583497437085831,-0.3583497437085831
8/10/2022,-0.06665494250780035,-0.21363127512346794,-0.1960687035164744,-0.11712722239922659,-0.11712722239922659
8/11/2022,-0.0786716431311564,-0.19807034411893956,-0.14083286436465542,-0.28620911465804627,-0.28620911465804627
8/12/2022,-0.23278648826348305,-0.15688298254348798,-0.15877174383419076,0.007022126416916609,0.007022126416916609
8/15/2022,0.035846822139813016,0.12093430924349323,0.20440762810559795,0.21031479769992953,0.21031479769992953
8/16/2022,0.2504049905962485,0.15376969518029,0.2414801328893237,0.14999047387260245,0.14999047387260245
8/17/2022,0.07081001463832884,0.04648350732041079,0.17757425800203858,0.09382463044721964,0.09382463044721964
8/18/2022,0.12734522013200766,-0.021115147611069834,0.21838441894270266,0.06916958347756476,0.06916958347756476
8/19/2022,-0.02467007658790787,-0.15260048971579251,0.008654008383178131,-0.06657770072112398,-0.06657770072112398
8/22/2022,-0.1785675398459268,-0.3230597051713767,-0.1304438763291398,-0.21436031647183457,-0.21436031647183457
8/23/2022,-0.18855692103928146,-0.1854358756525902,-0.09396874446774209,-0.07124570345697472,-0.07124570345697472
8/24/2022,-0.05586960922081903,-0.08221784290476122,0.09834627553950595,-0.05716751208879879,-0.05716751208879879
8/25/2022,0.048296940090587076,-0.09692266508762233,-0.01152661718859455,-0.07963413393714944,-0.07963413393714944
8/26/2022,-0.05876508801038533,-0.1174803909323406,-0.1041339951428373,-0.25426022177882013,-0.25426022177882013
8/29/2022,-0.3758256943250354,-0.4228513539131766,-0.25593791065118776,-0.3258171891007067,-0.3258171891007067
8/30/2022,-0.2663745069549285,-0.40700417530698696,-0.43644400191850025,-0.4816235999317508,-0.4816235999317508
8/31/2022,-0.4238189214148416,-0.5618312351359795,-0.45527928832906167,-0.5273595316859135,-0.5273595316859135
9/1/2022,-0.5984195216649125,-0.6404227230775855,-0.582193936047533,-0.49344056164310746,-0.49344056164310746
9/2/2022,-0.4140462488851964,-0.5382751582815662,-0.5164945073169898,-0.6455272668667914,-0.6455272668667914
9/6/2022,-0.5962477442700878,-0.6744717114742731,-0.5913874831233246,-0.5533996154653884,-0.5533996154653884
9/7/2022,-0.5871265441527704,-0.5063677696379537,-0.4449648794136852,-0.3503259705111866,-0.3503259705111866
9/8/2022,-0.40905187317734676,-0.38516162238031554,-0.27701563827905845,-0.22865687768067375,-0.22865687768067375
9/9/2022,-0.18385152641049787,-0.16352143425440097,-0.01937482510317481,-0.000637033263577728,-0.000637033263577728
9/12/2022,0.012682275179742401,-0.0427440052570515,0.1857961014785245,0.10308853163743185,0.10308853163743185
9/13/2022,-0.1571406797426608,-0.21598721259218637,-0.038434566412295056,-0.1658529543558622,-0.1658529543558622
9/14/2022,-0.17147363744213648,-0.031822396868988495,-0.010629492709431018,0.06347980070662458,0.06347980070662458
9/15/2022,0.03678725391473552,0.03499073142793447,0.1929716398124991,0.08842667854060561,0.08842667854060561
9/16/2022,-0.011423355049380404,-0.08086179120074387,0.07816564996773327,0.07967363454353063,0.07967363454353063
9/19/2022,-0.0009992101074054048,0.05040919177383541,0.12749599328851033,0.2048440631407394,0.2048440631407394
9/20/2022,0.14710729557148092,0.12514559886362359,0.3019474304845026,0.19740395167199418,0.19740395167199418
9/21/2022,0.17707613407861852,0.13521043458056567,0.1909536534937477,0.02387174814690218,0.02387174814690218
9/22/2022,-0.005994237309382824,-0.13268449214809908,-0.14113192080642292,-0.24331875266043995,-0.24331875266043995
9/23/2022,-0.37017921642720053,-0.4922341149595059,-0.43263178906448835,-0.533486710626329,-0.533486710626329
9/26/2022,-0.6147068748849033,-0.5010141450089939,-0.4889138885126846,-0.5186058093177527,-0.5186058093177527
9/27/2022,-0.3538918632072098,-0.4029353777599813,-0.32746753855449234,-0.36695722240050793,-0.36695722240050793
9/28/2022,-0.3703965765850388,-0.39586887163823514,-0.3261222218163486,-0.26038740071923566,-0.26038740071923566
9/29/2022,-0.37734534781340257,-0.5104365671849593,-0.59049035864416,-0.6892931433403131,-0.6892931433403131
